subject_id,year_in_study,record_date,activity_level,walk_frequency,walk_duration,walk_pace,walk_reason_bathroom,walk_reason_general_enjoyment,walk_reason_training,walk_reason_other_specify,walk_without_leash,aerobic_duration,aerobic_pace,aerobic_frequency,fetch_games_frequency
grlsZGWS2Z33,2,2014-08,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZGXWUC99,0,2014-09,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZGXWUC99,1,2015-12,Little,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZGXWUC99,2,2016-12,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsZH05J9RR,0,2014-07,Moderate,Never,,,0,0,0,,0,,,,Occasionally
grlsZH9SXWII,0,2014-07,Very active,More than once a day,30-60 minutes,Average,1,1,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsZH9SXWII,1,2015-08,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZH9SXWII,2,2016-08,Moderate,Once or twice/week,Greater than 60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsZHSCR9RR,0,2014-01,Moderate,More than once a day,Less than 10 minutes,Average,0,0,0,get to location for off-leash exercise,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsZHSCR9RR,1,2015-01,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZHSCR9RR,2,2016-02,Moderate,Less than once/week,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsZI7MU2EE,0,2013-04,Very active,Once or twice/week,30-60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZI7MU2EE,1,2014-09,Very active,Once or twice/week,10-30 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZI7MU2EE,2,2015-09,Very active,Less than once/week,30-60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZIPRWGMM,0,2012-07,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZIPRWGMM,1,2013-09,Moderate,Once or twice/week,Less than 10 minutes,Average,0,1,0,,0,,,,Frequently
grlsZIPRWGMM,2,2014-08,Moderate,Once or twice/week,Less than 10 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZIRB97LL,0,2014-09,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZIRB97LL,1,2015-12,Very active,Once/day,10-30 minutes,Average,0,1,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZIRB97LL,2,2017-01,Very active,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZIYIUUEE,0,2013-11,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsZJ5CSD66,0,2014-06,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZJ5CSD66,1,2015-07,Moderate,Once/day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZJ5CSD66,2,2016-07,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZJD8DKEE,0,2012-10,Moderate,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grlsZJLLWNRR,0,2012-12,Moderate,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Occasionally
grlsZJLLWNRR,1,2014-06,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
grlsZJLLWNRR,2,2015-05,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZJOFZENN,0,2013-03,Very active,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsZJOFZENN,1,2014-10,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Frequently
grlsZJOFZENN,2,2015-10,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZJRGT144,0,2012-09,Moderate,Less than once/month,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZJRGT144,1,2013-07,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsZJRGT144,2,2014-10,Moderate,Never,,,0,0,0,,0,,,,Frequently
grlsZJU5H900,0,2014-03,Very active,Once/day,Greater than 60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZJU5H900,1,2015-04,Moderate,Once/day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZJU5H900,2,2016-03,Moderate,Once/day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZK5TZBB,0,2014-01,Moderate,Once/day,30-60 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsZK5TZBB,1,2015-02,Moderate,Once/day,30-60 minutes,Brisk,0,1,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once or twice/week,Occasionally
grlsZK5TZBB,2,2016-02,Moderate,More than once a day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsZKA6W2RR,0,2014-09,Moderate,Less than once/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsZKA6W2RR,1,2016-01,Moderate,Once/day,Greater than 60 minutes,Average,0,0,0,self activity,0,,,,Occasionally
grlsZKA6W2RR,2,2017-01,Very active,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Frequently
grlsZKDZ9N00,0,2012-09,Very active,More than once a day,10-30 minutes,Average,1,1,1,,1,Greater than 60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZKDZ9N00,1,2013-08,Very active,More than once a day,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZKDZ9N00,2,2014-09,Very active,More than once a day,10-30 minutes,Average,1,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsZKOGW2AA,0,2014-10,Moderate,Once or twice/week,10-30 minutes,Average,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/week,Frequently
grlsZLLUNLII,0,2012-11,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZLLUNLII,1,2013-10,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZLLUNLII,2,2014-11,Moderate,Once/day,10-30 minutes,Brisk,1,0,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Never
grlsZNHICC44,0,2014-04,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZNHICC44,1,2015-07,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZNHICC44,2,2016-06,Moderate,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZNKR2HEE,0,2014-04,Very active,Once or twice/week,10-30 minutes,Average,0,0,1,,0,,,,Frequently
grlsZNKR2HEE,1,2015-04,Moderate,Never,,,0,0,0,,0,,,,Frequently
grlsZNKR2HEE,2,2016-05,Moderate,Less than once/month,10-30 minutes,Slow,0,1,0,,0,,,,Frequently
grlsZNOI1B99,0,2014-05,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsZNOI1B99,1,2015-05,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Occasionally
grlsZNOI1B99,2,2016-04,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Occasionally
grlsZO8JN6BB,0,2014-05,Moderate,Once/day,10-30 minutes,Average,1,1,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Less than once/month,Occasionally
grlsZO8JN6BB,1,2015-05,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZO8JN6BB,2,2016-05,Moderate,Once or twice/week,Less than 10 minutes,Average,0,1,0,,1,Less than 10 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZODSWLFF,0,2014-07,Very active,More than once a day,10-30 minutes,Run,0,0,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsZODSWLFF,1,2015-07,Very active,Once/day,Less than 10 minutes,Brisk,0,0,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZODSWLFF,2,2016-11,Very active,More than once a day,10-30 minutes,Average,0,0,1,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Frequently
grlsZOEDOO55,0,2014-05,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZOEDOO55,1,2015-07,Moderate,More than once a day,10-30 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZOEDOO55,2,2016-06,Moderate,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZP2OXS55,0,2014-05,Very active,More than once a day,30-60 minutes,Average,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZP2OXS55,1,2015-06,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZP2OXS55,2,2016-11,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZP8YMJXX,0,2014-12,Very active,Once/day,10-30 minutes,Brisk,0,1,1,,0,,,,Frequently
grlsZP8YMJXX,1,2015-11,Very active,Once/day,10-30 minutes,Brisk,1,1,1,,0,,,,Occasionally
grlsZP8YMJXX,2,2016-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,1,,0,,,,Occasionally
grlsZPEBWWNN,0,2014-03,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,exercise/muscle tone,0,,,,Occasionally
grlsZPGQ2BB,0,2014-04,Very active,Once/day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZPGQ2BB,1,2015-04,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,1,Less than 10 minutes,Bursts of exercise less than 30% of the time,More than once a day,Occasionally
grlsZPGQ2BB,2,2016-05,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZPQC2000,0,2012-10,Very active,Less than once/month,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZPQC2000,1,2014-01,Very active,Once or twice/week,30-60 minutes,Average,0,0,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsZPQC2000,2,2015-01,Moderate,Once or twice/week,Greater than 60 minutes,Average,1,1,1,,1,30-60 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZPQCHFOO,0,2013-01,Moderate,Once/day,10-30 minutes,Brisk,0,1,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsZPQCHFOO,1,2014-01,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,1,,0,,,,Occasionally
grlsZPQCHFOO,2,2015-01,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,1,,0,,,,Occasionally
grlsZPSKL3JJ,0,2014-04,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZQBZX5YY,0,2014-07,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZQBZX5YY,1,2015-09,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsZQBZX5YY,2,2016-09,Moderate,Less than once/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Occasionally
grlsZQDR8U77,0,2014-10,Moderate,More than once a day,10-30 minutes,Average,1,1,0,,0,,,,Frequently
grlsZQDR8U77,1,2016-01,Very active,More than once a day,30-60 minutes,Average,1,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsZQZ5W8YY,0,2013-11,Very active,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZQZ5W8YY,1,2014-11,Very active,More than once a day,10-30 minutes,Brisk,1,1,0,,0,,,,Occasionally
grlsZQZ5W8YY,2,2016-01,Very active,More than once a day,10-30 minutes,Average,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsZRG6Q0TT,0,2014-02,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZRG6Q0TT,1,2015-03,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZRG6Q0TT,2,2016-03,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Occasionally
grlsZRYXUIGG,0,2014-11,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once or twice/week,Frequently
grlsZRYXUIGG,1,2015-11,Very active,Once or twice/week,Less than 10 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZRYXUIGG,2,2016-12,Very active,Less than once/month,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once or twice/week,Frequently
grlsZS8EN0II,0,2015-01,Moderate,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZS8EN0II,1,2016-01,Moderate,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZS8EN0II,2,2017-01,Moderate,Less than once/week,10-30 minutes,Average,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),Once/day,Occasionally
grlsZSHTKLWW,0,2013-01,Very active,Once/day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZSHTKLWW,1,2013-11,Moderate,Less than once/month,Less than 10 minutes,Slow,0,0,1,,0,,,,Never
grlsZSHTKLWW,2,2015-01,Very active,Less than once/month,Less than 10 minutes,Slow,0,1,0,,1,Greater than 60 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZSMLMUPP,0,2014-10,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZSMLMUPP,1,2015-10,Very active,More than once a day,30-60 minutes,Average,0,1,1,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZSMLMUPP,2,2016-10,Very active,More than once a day,30-60 minutes,Average,1,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),More than once a day,Frequently
grlsZTK09ORR,0,2014-04,Moderate,Once/day,30-60 minutes,Brisk,0,1,0,,0,,,,Occasionally
grlsZTK09ORR,1,2015-12,Moderate,Once or twice/week,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Occasionally
grlsZTK09ORR,2,2017-01,Moderate,Once/day,30-60 minutes,Brisk,1,1,1,,0,,,,Frequently
grlsZTVI29JJ,0,2015-01,Moderate,Once or twice/week,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZTVI29JJ,1,2016-01,Moderate,Once or twice/week,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZTVI29JJ,2,2017-01,Moderate,Once/day,10-30 minutes,Average,0,1,0,,0,,,,Frequently
grlsZUCGUQHH,0,2014-02,Very active,Once/day,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZUCGUQHH,1,2015-02,Very active,Less than once/week,10-30 minutes,Brisk,0,0,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsZUCGUQHH,2,2016-02,Very active,More than once a day,10-30 minutes,Average,0,0,1,,1,10-30 minutes,Bursts of exercise less than 30% of the time,More than once a day,Frequently
grlsZUX4Q9XX,0,2014-05,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,10-30 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZUX4Q9XX,1,2015-05,Very active,Once/day,30-60 minutes,Brisk,0,0,1,,0,,,,Frequently
grlsZUX4Q9XX,2,2016-06,Very active,Once or twice/week,10-30 minutes,Brisk,0,1,0,,1,30-60 minutes,Engages in moderate exercise (greater than 30% of the time but less than 60% of the time),More than once a day,Frequently
grlsZV195TEE,0,2015-01,Very active,More than once a day,10-30 minutes,Average,1,1,1,,0,,,,Occasionally
grlsZV195TEE,1,2016-02,Very active,More than once a day,30-60 minutes,Brisk,0,1,0,,1,10-30 minutes,Bursts of exercise less than 30% of the time,Once/day,Frequently
grlsZV195TEE,2,2017-02,Very active,More than once a day,30-60 minutes,Average,0,1,0,,0,,,,Occasionally
grlsZVMB3999,0,2014-03,Very active,More than once a day,30-60 minutes,Average,0,1,0,,1,10-30 minutes,Engages in strenuous exercise most of the time (greater than 60%),Once/day,Frequently
grlsZVMB3999,2,2016-03,Very active,Once or twice/week,30-60 minutes,Brisk,0,1,0,,0,,,,Frequently
grlsZVPKBWQQ,0,2013-02,Very active,Once/day,10-30 minutes,Brisk,0,1,0,,0,,,,Occasionally
